quadkey,latitude,longitude,rwi,error
03313012122122,30.2305941,-7.6354980,-0.741,0.385
03311232020101,32.8334424,-8.3166504,-0.326,0.484
03311232322112,32.0732651,-7.5915527,-0.152,0.492
03313011122331,31.3817783,-6.1633301,-0.522,0.473
03311322002230,32.8703597,-5.5700684,-0.649,0.402
03311320231312,33.3305278,-4.9548340,-0.247,0.404
03313100300322,31.2128010,-4.8229980,0.155,0.506
03313001133123,31.4380367,-8.4924316,-0.746,0.413
03313020111122,29.4682962,-9.9206543,0.014,0.494
03311223322112,32.0732651,-8.9978027,-0.490,0.412
03313012102111,30.5906366,-7.5695801,0.226,0.474
03313010022222,31.3630180,-8.4265137,0.185,0.453
03313001020113,31.6253207,-9.6789551,-0.197,0.428
03313001222101,30.8927970,-9.7229004,0.243,0.475
03313011210020,31.3067147,-6.6687012,-0.350,0.391
03313010220130,31.0058624,-8.2946777,-0.746,0.409
03313020113111,29.3726011,-9.8547363,-0.532,0.394
03311213330133,34.5337119,-5.8117676,-0.278,0.440
03313003301213,30.0405660,-8.8879395,-0.506,0.499
03311320030103,33.9889180,-5.1525879,-0.392,0.510
03313010211211,31.2691604,-7.8332520,-0.282,0.455
03313100003131,31.7561958,-5.2844238,-0.327,0.454
03311232001321,33.0178755,-8.1408691,-0.728,0.457
03311321121131,33.9706975,-3.1750488,-0.045,0.413
03311321001132,34.2435942,-3.9001465,0.187,0.462
03313003013210,30.5149486,-9.2614746,-0.193,0.475
03313012101232,30.6095493,-7.5036621,-0.565,0.389
03311230321311,33.3488843,-7.3937988,-0.269,0.552
03311232131331,32.7225981,-7.0422363,-0.566,0.412
03313012031102,30.4202557,-7.8112793,0.006,0.491
03313003030133,30.3823528,-9.3273926,0.241,0.527
03313003132303,30.1926178,-8.6682129,-0.011,0.401
03313101202031,31.1564079,-4.1418457,-0.122,0.393
03313001030123,31.5878940,-9.3713379,-0.385,0.420
03311213133132,34.9669984,-5.6579590,-0.577,0.415
03313001102312,31.7001291,-8.9978027,-0.564,0.401
03313001123332,31.3630180,-8.8220215,-0.465,0.453
03311232330323,32.1104954,-7.2619629,0.057,0.550
03311233221301,32.1663125,-6.7346191,0.134,0.442
03313011011222,31.8122286,-6.4929199,-0.354,0.422
03311303330230,34.4793915,-3.1091309,-0.422,0.421
03311233100232,32.9994495,-6.2731934,-0.374,0.390
03311321111323,34.1709079,-2.8674316,-0.619,0.386
03311320112031,34.1163520,-4.4934082,-0.157,0.492
03313012031233,30.3065028,-7.8332520,-0.499,0.399
03313010101232,31.8122286,-7.5036621,0.478,0.567
03311320220302,33.3305278,-5.5261230,-0.788,0.411
03311231013232,34.0253472,-6.4489746,-0.825,0.453
03313001332033,30.8362142,-8.7121582,0.290,0.407
03311303301113,34.8588900,-3.1750488,0.099,0.490
03313012311003,30.1166211,-7.1740723,-0.253,0.383
03311321002013,34.1345412,-4.1418457,-0.260,0.410
03311330021110,34.0071346,-2.4938965,-0.592,0.418
03311322030100,32.8334424,-5.1745605,-0.426,0.385
03311232201122,32.4819627,-8.1628418,-0.509,0.420
03313003303320,29.8692284,-8.8659668,-0.210,0.426
03311312022301,34.9489902,-2.6916504,0.222,0.527
03311303020021,35.1288938,-4.1857910,0.015,0.503
03313012130002,30.4202557,-7.3718262,-0.892,0.403
03311232100130,33.0915411,-7.5915527,0.233,0.484
03313003232122,29.6212207,-9.3933105,-0.146,0.434
03311223320132,32.1849106,-8.9978027,-0.315,0.401
03311213121223,35.0389916,-6.1193848,-0.389,0.463
03313001322011,30.8927970,-9.0637207,0.172,0.465
03313003001212,30.6473638,-9.6130371,-0.913,0.443
03311302301211,34.8047824,-4.6691895,-0.260,0.481
03311302201002,34.8588900,-5.4382324,-0.136,0.409
03313012000121,30.7040578,-8.3166504,-0.285,0.498
03311223211321,32.4263397,-9.1955566,-0.697,0.425
03313010130230,31.5317257,-7.3278809,-0.429,0.410
03313001001312,31.8495649,-9.5251465,-0.159,0.489
03311320120302,33.9160126,-4.8229980,-0.239,0.439
03313003110333,30.6095493,-8.6242676,-0.330,0.463
03311323023331,32.5745912,-3.8781738,0.068,0.393
03311233222221,31.9801229,-6.9982910,-0.016,0.475
03311322113313,32.8888127,-4.2297363,-0.260,0.464
03311223303100,32.3892386,-8.8659668,-0.608,0.453
03311302331232,34.4612768,-4.3395996,0.061,0.467
03313003031102,30.4202557,-9.2175293,0.737,0.541
03311231132312,33.7700147,-5.8337402,-0.563,0.409
03311213112000,35.3084009,-5.9655762,-0.260,0.471
03313003233202,29.5830112,-9.3054199,0.004,0.422
03311232111230,33.0178755,-7.1520996,-0.159,0.490
03311232102203,32.8888127,-7.7014160,0.258,0.506
03311312300312,34.7867387,-1.9665527,-0.238,0.489
03313003033130,30.2495768,-9.1735840,-0.478,0.455
03311323203212,32.2964193,-3.9880371,-0.113,0.474
03313001210300,31.2691604,-9.3933105,0.030,0.497
03313001230122,30.9870275,-9.3933105,-0.380,0.406
03311233300023,32.4819627,-6.2951660,-0.334,0.472
03313021101103,29.5065490,-8.8439941,-0.612,0.448
03311323332123,32.0360196,-3.0432129,0.583,0.580
03311231311131,33.6786394,-5.6359863,-0.439,0.444
03311231223030,33.2386870,-6.8005371,-0.306,0.433
03311233303120,32.3521223,-6.0534668,-0.325,0.431
03311302312122,34.6783932,-4.4714355,-0.543,0.406
03313100133013,31.4755236,-4.3176270,-0.465,0.418
03311232203211,32.3149908,-8.1848145,-0.448,0.400
03311213103013,35.2904681,-6.0754395,-0.269,0.502
03311231222320,33.1651449,-6.9323730,-0.225,0.440
03311233031020,32.7965096,-6.4929199,-0.254,0.441
03313001023223,31.3630180,-9.6350098,-0.291,0.405
03311312032312,34.9309781,-2.3181152,1.222,0.508
03311303200001,34.8769180,-4.1857910,0.107,0.422
03311320313213,33.4772717,-4.3176270,-0.014,0.426
03311231212333,33.4406090,-6.5148926,-0.395,0.412
03313020110302,29.4300290,-10.0964355,-0.372,0.431
03311322010123,33.0731305,-5.1525879,0.177,0.389
03311303023330,34.9129620,-3.9001465,-0.739,0.422
03311233332121,32.0546442,-5.8557129,-0.234,0.400
03311312322220,34.3343640,-2.0983887,-0.521,0.451
03311232013103,32.9625860,-7.7893066,-0.178,0.464
03311321003203,34.0617609,-4.0100098,0.017,0.446
03311232231032,32.1849106,-7.8552246,-0.225,0.440
03311223133333,32.5560732,-8.4484863,-0.302,0.473
03311223301323,32.4077911,-8.8439941,-0.825,0.441
03313010112113,31.7748771,-7.2180176,0.043,0.528
03311321100103,34.2799139,-3.3947754,-0.828,0.423
03313003302130,29.9454149,-8.9978027,-0.285,0.485
03311231100233,34.1709079,-6.2512207,-0.531,0.430
03313100322123,30.8362142,-4.8010254,-0.619,0.400
03311320210310,33.6420620,-5.1306152,-0.032,0.463
03311302202322,34.6060841,-5.5261230,-0.154,0.501
03313101011100,31.9428395,-3.5925293,-0.193,0.584
03313003213023,29.9263737,-9.2834473,-0.455,0.421
03311320301110,33.7152012,-4.6032715,-0.659,0.418
03313010112111,31.7935547,-7.2180176,-0.249,0.508
03313001001321,31.8308986,-9.5471191,-0.252,0.467
03311302203133,34.6783932,-5.2844238,0.561,0.607
03313010110223,31.8122286,-7.3498535,-0.562,0.473
03313013133323,30.1546268,-5.6799316,-0.447,0.421
03311223331032,32.1849106,-8.5583496,-0.419,0.455
03311312222012,34.4250356,-2.7575684,-0.790,0.407
03311300221211,35.6662218,-5.3723145,-0.302,0.524
03313010012313,31.7001291,-7.9211426,-0.134,0.491
03313010310212,31.2503777,-7.3278809,-0.243,0.490
03311320121210,33.9342448,-4.6911621,-0.191,0.462
03313003030022,30.3823528,-9.4812012,0.933,0.572
03313100213212,31.0999813,-5.0427246,-0.666,0.442
03313100003132,31.7375107,-5.3063965,-0.224,0.387
03311233013122,32.9257070,-6.4050293,-0.164,0.485
03311231113323,34.0253472,-5.6799316,-0.520,0.674
03311231022320,33.7517474,-6.9323730,-0.231,0.497
03311213233100,34.4431582,-6.4050293,-0.133,0.488
03311232000021,33.0915411,-8.4045410,-0.517,0.454
03311320023321,33.7517474,-5.3283691,0.243,0.466
03313003211032,30.0786009,-9.2614746,-0.469,0.407
03313003311003,30.1166211,-8.5803223,-0.394,0.408
03311312211312,34.7867387,-2.1423340,-0.516,0.436
03311320200032,33.6603526,-5.5700684,-0.027,0.500
03311223320123,32.1849106,-9.0197754,-0.304,0.437
03311302030013,35.1468624,-5.1965332,-0.317,0.429
03311231120302,33.9160126,-6.2292480,0.065,0.498
03311321110012,34.2799139,-3.1091309,-0.694,0.407
03313001211332,31.2128010,-9.1735840,0.042,0.458
03313010322312,30.7984737,-7.5915527,-0.266,0.400
03311231101333,34.1709079,-5.9875488,-0.157,0.442
03311213301021,34.8408581,-6.1193848,-0.437,0.520
03313003133033,30.2305941,-8.5363770,-0.301,0.410
03311231101232,34.1709079,-6.0974121,-0.918,0.427
03311231022232,33.7334762,-6.9763184,-0.028,0.503
03311312032222,34.8949420,-2.4499512,-0.124,0.520
03313011023213,31.4005349,-6.7785645,-0.886,0.418
03311233212301,32.3149908,-6.5588379,0.315,0.497
03313001023012,31.4755236,-9.6130371,-0.426,0.466
03311213302131,34.6964607,-6.1633301,-0.771,0.435
03313020110112,29.5065490,-10.0524902,0.055,0.472
03311232100102,33.1099478,-7.6354980,0.410,0.477
03311320003012,34.1345412,-5.3942871,-0.482,0.435
03313011321313,30.9493465,-5.9875488,-0.157,0.411
03311233102101,32.9810197,-6.2072754,-0.681,0.406
03313010233211,30.8173458,-7.8332520,-0.184,0.411
03311302023032,34.9669984,-5.3942871,-0.417,0.430
03311233211022,32.4819627,-6.4929199,-0.530,0.462
03311231111003,34.2799139,-5.7678223,-0.132,0.523
03313001320122,30.9870275,-9.0417480,0.645,0.452
03313003131333,30.3065028,-8.4484863,-0.030,0.391
03311213322213,34.3525062,-6.2512207,0.079,0.616
03313001320103,31.0246937,-9.0197754,0.430,0.506
03311232132112,32.6671243,-7.2399902,-0.304,0.430
03311303303200,34.6603219,-3.3288574,-0.441,0.442
03311223110310,33.0547160,-8.6462402,-0.145,0.483
03313003233201,29.6021178,-9.2834473,-0.725,0.385
03311303302323,34.6060841,-3.3947754,-0.010,0.492
03311232233311,32.0173911,-7.7453613,-0.721,0.422
03311320121011,34.0071346,-4.6691895,0.164,0.473
03313001022100,31.4942613,-9.7448730,0.783,0.550
03313001013313,31.7001291,-9.1516113,-0.487,0.442
03311303030302,35.0749644,-3.7683105,-0.042,0.495
03311321030222,33.8795365,-3.8562012,-0.388,0.401
03311312231023,34.5337119,-2.2521973,-0.685,0.399
03311321200110,33.7152012,-4.0759277,-0.347,0.399
03313003013233,30.4581439,-9.2395020,-0.299,0.523
03313010103121,31.7561958,-7.4377441,0.411,0.513
03311321121322,33.8795365,-3.2409668,-0.465,0.412
03313100110103,31.9241921,-4.4494629,0.980,0.537
03311231032130,33.8247931,-6.5368652,-0.317,0.505
03311231101102,34.2799139,-6.0534668,-0.760,0.454
03311223302221,32.2778440,-9.1076660,0.270,0.481
03313003032212,30.1926178,-9.4372559,-0.023,0.518
03311231113122,34.0981589,-5.7019043,0.067,0.489
03311320323021,33.2386870,-4.7131348,0.025,0.394
03311320221321,33.3121674,-5.3283691,-0.082,0.513
03311223231312,32.1477106,-9.1735840,-0.020,0.441
03311322302323,32.2592650,-4.8010254,-0.139,0.402
03313010020031,31.6066092,-8.3605957,0.355,0.471
03311330021030,33.9706975,-2.5817871,-0.121,0.386
03311232112020,32.9441484,-7.3718262,0.001,0.416
03311232313300,32.3149908,-7.1081543,-0.384,0.461
03311303021102,35.1468624,-3.9440918,-0.491,0.555
03311302030032,35.1109213,-5.2185059,0.215,0.519
03313012100322,30.6095493,-7.6354980,-0.267,0.443
03311302121333,35.0389916,-4.5812988,-0.120,0.483
03311231031031,33.9706975,-6.4270020,-0.437,0.511
03311302220211,34.5156090,-5.5480957,-0.426,0.456
03311231211011,33.7152012,-6.4270020,-0.264,0.414
03311233122220,32.5745912,-6.3171387,-0.515,0.486
03311321002333,34.0253472,-4.0539551,-0.370,0.421
03311231130012,33.9889180,-5.9216309,-0.464,0.463
03313001202033,31.1376028,-9.7668457,0.112,0.429
03313013310021,30.0976128,-5.9436035,-0.564,0.453
03313012011010,30.7418353,-7.8552246,-0.482,0.391
03313021010331,29.4108899,-9.3273926,0.122,0.487
03313011233230,30.7795979,-6.4489746,-0.049,0.497
03311232032033,32.6301225,-8.0090332,-0.982,0.408
03311303210000,34.8769180,-3.8562012,-0.582,0.391
03311303030030,35.1288938,-3.8122559,-0.041,0.465
03311323123000,32.6856194,-3.3288574,-0.105,0.385
03311321000133,34.2435942,-4.0539551,0.557,0.473
03311322000022,33.0731305,-5.6140137,-0.488,0.450
03311320001100,34.2980679,-5.3503418,-0.419,0.446
03311232102310,32.9072618,-7.5915527,-0.433,0.493
03311233003103,32.9625860,-6.7346191,-0.605,0.482
03311320330122,33.3672370,-4.4714355,-0.259,0.391
03311320100011,34.2980679,-4.8449707,-0.360,0.443
03311223133211,32.6116159,-8.5363770,-0.597,0.469
03311233100222,32.9994495,-6.3171387,-0.674,0.389
03313001212303,31.0999813,-9.3713379,-0.169,0.505
03311232132333,32.5560732,-7.2180176,-0.010,0.468
03313012032120,30.2495768,-7.9870605,-0.500,0.400
03311320120310,33.9342448,-4.7790527,-0.472,0.523
03311233101123,33.0731305,-6.0314941,-0.135,0.403
03313003330010,29.8311133,-8.7341309,-0.327,0.411
03311213113201,35.2366457,-5.7678223,-0.082,0.546
03311302312221,34.6241673,-4.5373535,-0.281,0.450
03313001103121,31.7561958,-8.8439941,-0.538,0.393
03313001011130,31.9055410,-9.1735840,-0.326,0.404
03311232201322,32.4077911,-8.1628418,-0.351,0.424
03311232113132,32.9257070,-7.0642090,-0.136,0.445
03311320102013,34.1345412,-4.8449707,-0.029,0.502
03311232333221,31.9801229,-7.1740723,-0.450,0.406
03311230213223,33.4406090,-7.8771973,-0.234,0.508
03311322322002,32.0732651,-4.9108887,0.210,0.423
03311312330202,34.4975022,-1.7468262,-0.124,0.483
03313013133310,30.2116078,-5.6579590,-0.309,0.451
03313010203233,31.0623449,-8.1848145,-0.416,0.387
03311302310221,34.7686910,-4.5373535,-0.167,0.576
03313100312113,31.1752094,-4.4055176,-0.229,0.387
03313001100113,31.9241921,-8.9758301,-0.557,0.439
03311213111223,35.3263298,-5.7678223,-0.593,0.415
03311232010230,33.0178755,-8.0310059,-0.405,0.447
03313001211303,31.2503777,-9.1955566,-0.123,0.411
03311303012130,35.2725313,-3.7243652,0.302,0.509
03311223311020,32.5004960,-8.6022949,-0.289,0.488
03311213303323,34.6060841,-6.0314941,-0.603,0.489
03313003223301,29.6021178,-9.5471191,0.113,0.427
03313010300210,31.2691604,-7.6794434,-0.419,0.498
03313013133321,30.1736241,-5.6799316,-0.204,0.420
03312132130120,27.9458858,-12.9089355,-0.018,0.515
03311323201211,32.4634255,-3.9660645,-0.619,0.391
03313012200011,30.1356258,-8.3605957,-0.386,0.436
03311233202113,32.3706824,-6.8664551,-0.293,0.529
03311233100323,32.9994495,-6.2072754,-0.626,0.390
03313001332123,30.8362142,-8.6682129,-0.295,0.419
03311302233020,34.4069092,-5.0866699,-0.465,0.425
03311300222311,35.5232847,-5.4602051,-0.539,0.442
03311232131300,32.7595615,-7.1081543,-0.741,0.419
03311300223020,35.5590429,-5.4382324,0.097,0.525
03311320313220,33.4589423,-4.3835449,-0.128,0.415
03313003233030,29.6403199,-9.2614746,-0.275,0.473
03313003231330,29.7166808,-9.1735840,-0.676,0.431
03311330003131,34.1163520,-2.4719238,-0.238,0.406
03311303230000,34.5879970,-3.8562012,-0.376,0.446
03313003301131,30.0976128,-8.8000488,-0.574,0.419
03311320212200,33.4955973,-5.2624512,-0.183,0.477
03313010033131,31.4567820,-7.7453613,-0.446,0.497
03311213320100,34.5879970,-6.2292480,-0.945,0.470
03311322100233,32.9994495,-4.8449707,0.006,0.429
03311320322113,33.2570629,-4.7570801,-0.272,0.407
03313010213302,31.0999813,-7.8112793,-0.134,0.400
03311302030223,35.0389916,-5.2404785,-0.179,0.480
03311322232313,31.9987589,-5.1086426,0.018,0.464
03311322203031,32.3521223,-5.3723145,-0.703,0.389
03311232213202,32.2964193,-7.8991699,-0.742,0.422
03311322133011,32.6856194,-4.3176270,0.144,0.527
03311302320220,34.4793915,-4.9108887,-0.252,0.446
03313003101310,30.6662655,-8.8220215,-0.421,0.419
03311213300231,34.7686910,-6.2512207,-0.200,0.448
03313010020011,31.6440285,-8.3605957,-0.776,0.515
03311231300010,33.7152012,-6.2731934,0.055,0.558
03311322123022,32.6301225,-4.7351074,-0.176,0.450
03311303203102,34.7145242,-3.9440918,-0.785,0.449
03311320313320,33.4589423,-4.2956543,0.483,0.564
03313010101003,31.9241921,-7.5256348,-0.450,0.452
03311213320120,34.5518109,-6.2292480,-0.527,0.508
03311231110222,34.1709079,-5.9655762,0.198,0.502
03313003232202,29.5830112,-9.4812012,-0.342,0.412
03311231120323,33.8795365,-6.2072754,-0.396,0.480
03313010010231,31.8308986,-8.0090332,-0.338,0.586
03311230321022,33.3672370,-7.5476074,0.527,0.564
03313102021321,30.3254708,-5.3283691,-0.247,0.397
03311312020323,35.0389916,-2.6916504,-0.173,0.483
03313003210322,30.0025165,-9.3933105,-0.535,0.473
03311231213230,33.4589423,-6.4489746,-0.418,0.439
03311321201023,33.6603526,-4.0100098,-0.258,0.430
03311232020320,32.7225981,-8.3386230,-0.014,0.486
03311233233001,32.0918821,-6.4709473,0.706,0.516
03311231121230,33.8977765,-6.0974121,0.030,0.480
03313003110202,30.6473638,-8.7780762,-0.794,0.404
03311232103200,32.9072618,-7.5476074,-0.679,0.469
03313021010130,29.4874244,-9.3493652,0.204,0.529
03313001303121,31.1564079,-8.8439941,0.302,0.533
03311321113300,34.0799618,-2.8894043,-0.925,0.427
03311232322223,31.9614831,-7.7014160,0.151,0.411
03311232130013,32.8149779,-7.3059082,-0.510,0.411
03311321120230,33.8977765,-3.4606934,-0.478,0.389
03311232321312,32.1477106,-7.4157715,-0.022,0.513
03313010121301,31.5691750,-7.4377441,0.333,0.472
03311233331100,32.2406821,-5.7019043,-0.263,0.434
03313010113212,31.7001291,-7.1520996,-0.424,0.484
03311213322311,34.3706444,-6.1633301,-0.497,0.481
03311231312200,33.4955973,-5.9655762,-0.478,0.422
03311232132301,32.6116159,-7.2619629,-0.314,0.433
03311232101103,33.1099478,-7.4377441,-0.469,0.486
03313011011331,31.8308986,-6.3391113,-0.226,0.416
03311320232000,33.2754349,-5.2624512,-0.358,0.424
03311213300011,34.8769180,-6.2512207,0.069,0.526
03311233201131,32.5004960,-6.6906738,1.141,0.534
03311233313321,32.2778440,-5.6799316,-0.378,0.390
03311231312213,33.4772717,-5.8996582,-0.271,0.393
03311223320112,32.2220954,-8.9978027,-0.497,0.447
03311213110332,35.3263298,-5.8337402,-0.641,0.481
03311322310330,32.4263397,-4.4274902,-0.752,0.390
03313010223231,30.7795979,-8.1848145,-0.200,0.425
03313011112321,31.6814326,-5.8557129,0.125,0.508
03311302020221,35.0569799,-5.5920410,-0.352,0.441
03311233010200,33.0547160,-6.6687012,-0.286,0.443
03311233311333,32.4077911,-5.6359863,-0.274,0.441
03311232302320,32.2778440,-7.6354980,-0.200,0.427
03311232112123,32.9257070,-7.2619629,0.060,0.535
03313021012121,29.3342978,-9.3713379,-0.210,0.473
03313010213100,31.1940070,-7.8112793,-0.561,0.387
03313003121120,30.4013061,-8.8659668,-0.189,0.480
03313011322331,30.7795979,-6.1633301,-0.353,0.392
03311312033232,34.8949420,-2.2302246,-0.131,0.470
03311233211203,32.4448845,-6.4709473,0.043,0.547
03311312030031,35.1288938,-2.3840332,-0.260,0.546
03313003011202,30.6473638,-9.3054199,0.320,0.446
03313001023133,31.4380367,-9.5031738,-0.508,0.428
03313001010331,31.8308986,-9.3273926,-0.227,0.490
03311231033133,33.8065375,-6.3391113,-0.579,0.457
03311312320311,34.5156090,-1.9445801,-0.311,0.416
03311231312201,33.4955973,-5.9436035,-0.450,0.427
03311320212022,33.5139189,-5.2624512,-0.459,0.454
03313010131113,31.6253207,-7.0422363,-0.356,0.406
03313101023000,31.4942613,-4.0319824,-0.083,0.435
03311320220232,33.2938031,-5.5700684,-0.634,0.426
03313001220310,30.9681888,-9.7009277,-0.203,0.468
03311231033221,33.7517474,-6.4709473,-0.272,0.555
03313010020103,31.6253207,-8.3166504,0.667,0.471
03311320111303,34.2072589,-4.2736816,0.128,0.513
03311322033121,32.6486253,-4.9768066,-0.516,0.492
03313001333032,30.8362142,-8.5583496,-0.670,0.386
03313003023301,30.2116078,-9.5471191,0.170,0.494
03313010030223,31.5129954,-8.0529785,0.462,0.566
03313001103002,31.7748771,-8.9538574,-0.371,0.459
03313003220022,29.7739134,-9.8327637,-0.543,0.452
03311320031303,33.9160126,-4.9768066,0.069,0.503
03313010003302,31.7001291,-8.1628418,-0.525,0.476
03311321101003,34.2799139,-3.3068848,0.101,0.494
03311322213222,32.2592650,-5.0866699,-0.550,0.425
03311233130020,32.7965096,-5.9655762,-0.604,0.423
03313003322033,29.6212207,-9.0637207,-0.234,0.390
03313020121123,29.1617551,-10.2502441,-0.432,0.413
03313003100003,30.7229484,-9.1076660,-0.308,0.419
03311303031021,35.1288938,-3.6584473,-0.038,0.478
03311302322112,34.4250356,-4.7790527,0.092,0.411
03313001131333,31.5129954,-8.4484863,-0.340,0.389
03311233103121,32.9441484,-6.0314941,0.210,0.390
03311321110011,34.2980679,-3.0871582,-0.506,0.408
03311320231330,33.3121674,-4.9548340,-0.143,0.443
03311312021221,35.0569799,-2.6037598,0.168,0.482
03311320231233,33.2938031,-5.0207520,-0.422,0.529
03311333221222,32.1104954,-1.2194824,0.135,0.540
03313020131222,29.0849761,-10.0085449,-0.048,0.489
03311223122021,32.6486253,-9.1076660,-0.218,0.478
03313011122121,31.4567820,-6.2072754,0.290,0.421
03311321211001,33.7152012,-3.6584473,-0.046,0.424
03313010003132,31.7375107,-8.1188965,0.767,0.559
03313010310323,31.2128010,-7.2619629,-0.386,0.412
03313013103321,30.4770825,-6.0314941,-0.456,0.496
03313001010322,31.8122286,-9.3933105,-0.550,0.483
03311320022201,33.7882780,-5.5920410,0.142,0.518
03311312030322,35.0389916,-2.3620605,0.740,0.498
03313003231222,29.6975960,-9.3054199,-0.600,0.414
03313010010201,31.8682273,-8.0529785,-0.622,0.555
03311230313233,33.4406090,-7.1301270,-0.295,0.488
03311232002323,32.8519030,-8.3166504,-0.657,0.434
03311213321203,34.4975022,-6.1193848,-0.675,0.427
03311213310211,34.8047824,-5.8996582,0.243,0.460
03311322020112,32.8149779,-5.4821777,-0.415,0.436
03313001010111,31.9428395,-9.3273926,-0.458,0.436
03313100312110,31.1940070,-4.4274902,-0.203,0.403
03311233301000,32.5375513,-6.1413574,-0.329,0.492
03311303212022,34.6783932,-3.8562012,-0.346,0.480
03313012020003,30.4202557,-8.4045410,-0.368,0.400
03311223313031,32.3521223,-8.5363770,-0.601,0.462
03311231320203,33.3305278,-6.2951660,-0.572,0.424
03313001200301,31.2691604,-9.7229004,-0.495,0.469
03313001222033,30.8362142,-9.7668457,-0.008,0.486
03311322030311,32.7595615,-5.1086426,-0.455,0.453
03311321020011,34.0071346,-4.1418457,0.079,0.413
03311300203000,35.8801485,-5.4382324,0.450,0.519
03311321110101,34.2980679,-3.0432129,-0.877,0.431
03311213332301,34.3706444,-5.8557129,-0.271,0.521
03311213300120,34.8408581,-6.2292480,0.473,0.514
03313003102321,30.4770825,-9.0197754,0.688,0.539
03313001011210,31.8682273,-9.2614746,0.040,0.461
03311211312303,35.7910823,-5.8557129,0.632,0.568
03311232302202,32.2964193,-7.7233887,-0.624,0.414
03311321121111,34.0071346,-3.1750488,-0.650,0.418
03311231122321,33.7517474,-6.2072754,0.262,0.501
03311233111302,33.0362977,-5.7019043,-0.508,0.407
03311302303003,34.7145242,-4.7131348,-0.337,0.466
03313001231323,30.9116505,-9.1955566,-0.558,0.406
03311320003311,34.0799618,-5.2844238,-0.767,0.459
03311320113012,34.1345412,-4.3395996,-0.585,0.423
03311302332033,34.3887788,-4.4934082,0.004,0.455
03311321032232,33.7334762,-3.8122559,-0.188,0.390
03311231222023,33.2203073,-6.9982910,-0.824,0.403
03311233310220,32.4263397,-5.9655762,-0.182,0.407
03311230222333,33.1467497,-8.2727051,-0.711,0.450
03313001211210,31.2691604,-9.2614746,0.080,0.438
03313001220203,30.9493465,-9.8107910,0.135,0.386
03311231232010,33.2754349,-6.6247559,-0.315,0.429
03311320122222,33.7334762,-4.9108887,-0.562,0.423
03311320000303,34.2072589,-5.5041504,-0.350,0.454
03313010110022,31.8868861,-7.3718262,-0.213,0.491
03313102010123,30.6851635,-5.1525879,-0.398,0.456
03311223131203,32.7410818,-8.5803223,-0.223,0.485
03311312202310,34.6603219,-2.6696777,-0.484,0.388
03313011032331,31.3817783,-6.5148926,-0.066,0.391
03311231233111,33.2754349,-6.3391113,-0.629,0.420
03311233230233,32.1104954,-6.6027832,-0.090,0.525
03311233303103,32.3706824,-6.0314941,-0.405,0.449
03311321002202,34.0617609,-4.2077637,-0.263,0.405
03313010021103,31.6253207,-8.1408691,0.128,0.497
03311231311212,33.6237675,-5.7458496,-0.364,0.414
03313010033120,31.4567820,-7.8112793,-0.183,0.493
03313013111220,30.6284584,-5.7897949,0.059,0.387
03313011001032,31.8868861,-6.8005371,-0.251,0.460
03311233223220,31.9801229,-6.8444824,-0.113,0.481
03311232132111,32.6856194,-7.2180176,-0.183,0.473
03311232332101,32.0918821,-7.2619629,0.064,0.523
03311231333113,33.2570629,-5.6359863,-0.216,0.450
03311321221330,33.3121674,-3.9001465,-0.196,0.383
03313001021221,31.5317257,-9.6350098,0.089,0.504
03313011013033,31.7375107,-6.4270020,-0.383,0.427
03311320220210,33.3488843,-5.5700684,-0.062,0.447
03311231303313,33.4772717,-5.9875488,-0.356,0.399
03313011012133,31.7375107,-6.5148926,-0.018,0.421
03311232232232,31.9614831,-8.0310059,-0.359,0.460
03311213111232,35.3263298,-5.7458496,-0.533,0.424
03313003122320,30.1736241,-9.0417480,-0.303,0.419
03311303210110,34.8769180,-3.7243652,0.138,0.537
03311230231332,33.2938031,-7.7673340,-0.006,0.514
03311233010322,32.9994495,-6.5808105,0.069,0.419
03311322100310,33.0547160,-4.7790527,-0.299,0.395
03313001310111,31.3442540,-8.6242676,-0.396,0.469
03313001231032,30.9870275,-9.2614746,-0.377,0.413
03313001200331,31.2315912,-9.6789551,-0.535,0.426
03311233002031,32.9441484,-6.9543457,-0.351,0.497
03311232132210,32.6116159,-7.3278809,-0.388,0.464
03311321000223,34.1709079,-4.1857910,-0.477,0.409
03311232023300,32.6116159,-8.1628418,-0.854,0.483
03311321022311,33.7882780,-4.0539551,-0.152,0.391
03311302132210,34.9489902,-4.5153809,-0.458,0.478
03311300222310,35.5232847,-5.4821777,-0.195,0.438
03311231321323,33.2938031,-6.0314941,-0.672,0.389
03311232012232,32.8519030,-8.0310059,-0.540,0.517
03311223130123,32.7780375,-8.6682129,-0.295,0.464
03313010011333,31.8122286,-7.7453613,-0.254,0.476
03313010100013,31.9241921,-7.6574707,-0.085,0.420
03313010011133,31.8868861,-7.7453613,-0.396,0.423
03311320013102,34.1345412,-4.9987793,-0.125,0.512
03311231113320,34.0435560,-5.7019043,0.016,0.520
03311320012020,34.1163520,-5.2624512,-0.237,0.459
03311231202210,33.4955973,-6.9763184,-0.169,0.459
03311312321102,34.5699059,-1.8347168,0.155,0.427
03311302320213,34.4975022,-4.8449707,-0.235,0.506
03311233020312,32.7410818,-6.8884277,-0.538,0.484
03313001101022,31.8868861,-8.9538574,-0.422,0.394
03311302303023,34.6783932,-4.7131348,-0.300,0.459
